name,lat,lon,bench-closest,bench-near,restaurant-closest,restaurant-near,bicycle_parking-closest,bicycle_parking-near,fast_food-closest,fast_food-near,waste_basket-closest,waste_basket-near,cafe-closest,cafe-near,post_box-closest,post_box-near,toilets-closest,toilets-near,bank-closest,bank-near,drinking_water-closest,drinking_water-near,pharmacy-closest,pharmacy-near,parking-closest,parking-near,parking_entrance-closest,parking_entrance-near,dentist-closest,dentist-near,fuel-closest,fuel-near,bicycle_rental-closest,bicycle_rental-near,pub-closest,pub-near,post_office-closest,post_office-near,bar-closest,bar-near,recycling-closest,recycling-near,vending_machine-closest,vending_machine-near,car_sharing-closest,car_sharing-near,clinic-closest,clinic-near,place_of_worship-closest,place_of_worship-near,atm-closest,atm-near,waste_disposal-closest,waste_disposal-near,ice_cream-closest,ice_cream-near,library-closest,library-near,charging_station-closest,charging_station-near,fountain-closest,fountain-near,theatre-closest,theatre-near,car_rental-closest,car_rental-near,is_hotel,score
Riviera Hotel on Robson,49.2884503,-123.1302911,0.181495918588331,22,0.033759942748573,55,0.097375835478767,9,0.159639059983623,11,0.059539942201394,14,0.074807589554155,19,0.03830523052421,27,0.56339153774928,0,0.335062087198441,4,0.375442865024309,5,0.405896863676055,2,0.672238543412496,0,0.18127398835773,1,0.754559358579917,0,1.10757464453531,0,0.129909954193089,9,0.228782268064962,2,0.21821399615431,3,0.121087297491229,1,1.2775640054975,0,1.22239812707724,0,0.112814561959098,12,0.293868144259376,1,0.12479505679153,1,0.210757005802157,1,1.93148356004958,0,0.244323388982748,2,0.508847863060862,0,0.377219231114566,1,0.394108447822313,1,0.304905732635866,1,0.875694069921181,0,yes,3.6
GEC Granville Suites,49.2761106,-123.1283679,0.179323260875963,52,0.015584515975102,61,0.058280527495969,76,0.104743004956474,31,0.129021130948386,24,0.056359423238603,29,0.036393502219907,21,0.307922345284553,3,0.296622136304929,2,0.268744766331015,4,0.080008578876091,4,0.491692354042696,1,0.087222377849402,6,0.176465411206428,4,0.716451543615331,0,0.155177818795382,8,0.046939608327258,6,0.112001240589828,2,0.050699974059789,10,0.311024005579432,1,0.456119210200055,2,0.207538743659194,17,0.087529774839975,3,0.278945365310508,1,0.672843030254463,0,1.61896204623003,0,0.381490161351454,1,1.6205186808196,0,0.696720086908292,0,0.29877119466276,2,0.70773653437176,0,0.094825381122295,3,yes,3.9
Skwachàys Lodge,49.2809751,-123.1061432,0.040778647101222,43,0.095390225593105,57,0.105976544869326,53,0.04603326952263,32,0.111890066431686,19,0.065897557777439,35,0.123962302695902,10,0.131644902394783,3,0.159915954408225,5,0.300846028217992,1,0.147272971644972,6,0.08666144337353,5,0.083273472864285,3,0.180651217927406,3,1.74917222259626,0,0.125852016238743,8,0.088870141996736,14,0.196799229586816,2,0.099571477355686,11,0.872245782620141,0,0.909325935138514,0,0.267535758850199,5,0.106891064440414,2,0.191626847100029,1,0.17447847779719,2,0.109601622285679,1,0.282851552213683,2,0.445241856287471,1,0.507870766944329,0,0.533940700934271,0,0.074462627507296,2,0.725032875325935,0,yes,4.5
Holiday Inn Vancouver-Centre (Broadway),49.2635214,-123.1204398,0.021010400496354,54,0.027881632590115,30,0.137928259240379,15,0.078388401256809,11,0.140961009302986,2,0.050083871991476,17,0.040631050275762,11,0.932573729871077,0,0.148733857229303,6,0.443404903604077,1,0.138761619416975,3,1.08254867427858,0,0.526860374811191,0,0.574209545221204,0,1.10905829443072,0,0.188069296189242,8,0.383073163264058,1,0.324413543879501,2,1.0834734354757,0,1.06676437105739,0,1.12643608192082,0,0.465159145180534,9,0.038225753864384,3,1.51283526795977,0,0.589850141514617,0,2.09107158858875,0,0.306040531021925,1,1.24087327580187,0,0.500959573925463,0,0.432020756354953,2,0.538384323548253,0,1.50542915092155,0,yes,4.1
Patricia Hotel,49.2814701,-123.0951511,0.295606604305613,2,0.192593839881902,33,0.47468218877272,1,0.354847776754386,1,0.290907805978535,1,0.177721002711717,13,0.186746812888377,4,0.159496116141573,4,0.327692442110022,5,0.737483986570135,0,0.268662209470294,4,0.501398016526622,0,0.841252568471193,0,0.866447400456121,0,1.88012584313478,0,0.193769640545307,8,0.012879505398378,4,0.318659045818211,1,0.215779383500425,4,1.67122191779578,0,0.986807376787092,0,0.357396142119889,1,0.861376279528178,0,0.182661018646377,3,0.900081318062141,0,0.041561238349345,1,0.275123514555123,1,0.355189074577444,2,1.28948071737943,0,1.33083835886779,0,0.21098391143664,2,0.920654377464739,0,yes,2.8
Rosellen Suites at Stanley Park,49.2921694,-123.1413713,0.080285496050565,149,0.222200201844245,31,0.196317784059008,8,0.347553496654349,7,0.183406659156489,3,0.349349711154381,13,0.067140643899844,7,0.359325934525597,2,0.345771257642083,6,0.25498203682623,9,0.389175066375628,1,1.52786295712306,0,1.08493623722466,0,1.22778778074731,0,1.69786276292539,0,0.055618693788948,6,0.567536985473682,0,0.390141560200905,1,0.409853572567059,1,2.15237855514033,0,1.90402639137861,0,0.066295744013022,5,1.18693412980187,0,0.779039774154297,0,0.695651552860781,0,2.83505590132852,0,0.439876192949462,1,0.394956889015953,1,1.14499327146362,0,0.439924171403297,1,0.820134068462109,0,1.76465571127044,0,yes,4.2
Ponderosa Studios,49.2639841,-123.2557215,0.019601077447379,57,0.060964537819872,3,0.091292944665681,29,0.202508434327144,2,0.078574396336257,6,0.207876544149417,8,0.176409619312904,4,0.287109805245649,2,0.732438559706062,0,1.83052586542215,0,0.94855248042893,0,0.143830529684229,1,0.929969481158923,0,1.80249239446466,0,3.79380284741579,0,0.622581612528912,0,0.495359429500099,1,0.406281645995814,1,8.49360534853777,0,0.098362127565075,2,0.49085910658693,1,0.795815741955106,0,1.86697510108203,0,3.21864201509563,0,0.251213184717162,1,0.196569575432762,2,0.699068984312027,0,0.563085358947456,0,2.48283500506315,0,0.579510690412655,0,0.535526312196951,0,8.20881582557493,0,yes,4.1
Gage Apartments at UBC,49.269597,-123.2496812,0.128031944528665,24,0.402510513334176,4,0.021442502211161,13,0.244150410293443,5,0.152262504154688,5,0.259296862318838,6,0.177412183538381,3,0.711569791302588,0,0.476473424931612,1,1.93134106108807,0,0.581856976646717,0,0.598240628083517,0,1.2698788840854,0,1.95086284850992,0,3.42142011745873,0,0.972913051012069,0,0.337688131531348,2,1.03021472636315,0,8.04630445635561,0,0.374757903360703,1,1.198210858385,0,0.568256752917366,0,2.05611200477624,0,2.80454594709229,0,0.512438385990852,0,0.75586992304317,0,0.400082253813283,1,0.928687324180842,0,2.30987870093055,0,0.558962340474576,0,0.264479976091558,1,7.73901904638355,0,yes,4.2
Lonsdale Quay Hotel,49.3102749,-123.0819212,0.059196236449484,60,0.03179288013147,26,0.02361177191031,2,0.04252088990579,4,1.7956834327409,0,0.068992107146719,13,0.073019025044219,5,1.57071025927022,0,0.245173584074375,1,0.337496241534182,1,0.202058240663832,1,1.12516312366296,0,3.36515471372675,0,0.426683117432185,2,1.22920636503526,0,2.99742755794474,0,0.374868197020966,1,0.207673991607223,1,0.048722517506701,2,0.519034184830994,0,4.29315098833585,0,0.411658080004318,3,3.34408860016591,0,3.03372553820732,0,0.273483852530091,1,3.31064237517818,0,0.236137864624442,2,3.29596031481098,0,0.372770144026493,1,1.35383463754938,0,3.24119040945496,0,3.38927668981174,0,yes,4
Brookside Inn Boutique Hotel,49.0457836,-122.408099,3.12696321772745,0,2.30848044755205,0,2.45770119611881,0,2.02486304841872,0,2.56074619160672,0,2.50400079978988,0,0.30584370265507,1,2.55508191627037,0,2.4505889251543,0,3.28844887498699,0,2.62176698268703,0,2.48400961747536,0,2.67415051293162,0,2.58099223282609,0,2.53058607288693,0,53.2712982039855,0,2.86894289747764,0,2.60807697584182,0,2.02766126496839,0,2.80314478088304,0,2.7072193160834,0,38.2530670352854,0,6.39703248750859,0,3.30944049505649,0,2.66326740032098,0,2.80012527669996,0,2.46266920604263,0,5.84202933603171,0,6.82424180977581,0,2.50348725930881,0,7.92638327099352,0,2.2665510996364,0,yes,4.9
Fairmont Pacific Rim,49.2880994,-123.1168836,0.058174510438238,34,0.019634148231163,35,0.118351009180794,48,0.173019716246486,21,0.244895953424266,15,0.077547868259029,41,0.074778187991072,23,0.397293742086312,1,0.122928954143325,14,0.379864390606114,1,0.322347491311957,2,0.30102556998819,2,0.291072718132446,2,0.554550494782538,0,0.727326115911299,0,0.115341482012087,7,0.189132536999531,5,0.259269880083726,2,0.369169516047154,4,0.887632378114409,0,0.90755362369026,0,0.204410647268639,2,0.682566807515558,0,0.908024242331786,0,0.388909044361253,1,1.14375282697795,0,0.057407943374066,1,1.45190551372881,0,0.693227417819102,0,0.364051990935428,2,0.881507205079201,0,0.060606986796787,2,yes,4.6
Fairmont Waterfront,49.2872705,-123.1136348,0.063935800787754,36,0.062784504693987,32,0.047304210469558,52,0.054887515443486,30,0.057708120912071,25,0.053093871840057,49,0.053223859557257,22,0.509756840243833,0,0.196259236947243,11,0.547137465748205,0,0.281546478763109,2,0.355893302607473,2,0.065289578465408,2,0.507450964267414,0,0.878981258035191,0,0.052169737040983,6,0.094523937642947,8,0.280314086998022,2,0.287898376656769,4,0.854844520766113,0,0.88865632503293,0,0.284877756243597,3,0.772348621288828,0,0.84209759000167,0,0.521480387030416,0,0.931725238677912,0,0.196848239453307,1,1.20609631441424,0,0.567895351993004,0,0.515136378986488,0,0.735757855364219,0,0.056873104494619,2,yes,4.5
Pan Pacific Vancouver,49.2878972,-123.1130483,0.057175254769525,34,0.09392996509615,25,0.105483983372712,42,0.110636247016715,23,0.139178418182329,21,0.029711205924859,40,0.0305876119372,16,0.591365026489563,0,0.255091065773157,8,0.612209447467788,0,0.361534192414441,1,0.433576521160567,1,0.029362292734106,2,0.588582769913032,0,0.833362743373972,0,0.078982669558331,6,0.167682320963261,8,0.360404226349722,2,0.366160524819621,2,0.935544179785317,0,0.96964512036963,0,0.32440246013373,2,0.804128504829869,0,0.920498461842728,0,0.602734282244491,0,0.971596571976416,0,0.229546487878728,1,1.21388931288543,0,0.63513271412507,0,0.580859659532425,0,0.802072491690311,0,0.031794024327458,2,yes,4.4
Four Seasons,49.2836261,-123.1180177,0.057285579064863,32,0.099465474985538,67,0.02960508890485,108,0.053296994539582,59,0.054073739679607,62,0.085675891433108,71,0.062576965511506,37,0.044219721845534,4,0.106657265816692,18,0.152974201704072,4,0.137575537114707,6,0.186841797918977,4,0.464859973485005,2,0.121527932730798,2,1.21804799222896,0,0.143089744404849,11,0.172492200083002,11,0.171498100990329,4,0.036958217999673,9,0.385861601016857,1,0.404024548663953,3,0.245722388256964,9,0.670897292829481,0,0.424209041844171,1,0.115109005410035,7,0.894212074406662,0,0.198681086466386,2,1.33735923750678,0,0.400604853411908,3,0.198018498587479,2,0.419502234660858,3,0.244826198988623,2,closed,
Holiday Inn & Suites North Vancouver,49.3128618,-123.0266366,1.70576348363373,0,0.73069133472885,0,0.56976529816723,0,0.916558659144171,0,0.366847177253973,4,0.907929706848679,0,0.613875681609858,0,1.6828638952566,0,0.929039402027859,0,0.68260050984312,0,1.17649857092243,0,0.570395010628596,0,3.67684606325968,0,3.64877858121207,0,0.960251939516899,0,4.25914644288326,0,0.045947504748884,1,0.868113877933657,0,0.618628552680699,0,0.515017862106524,0,5.3460146509883,0,3.58925884241274,0,5.37230156063211,0,5.24115777721437,0,3.79997510663676,0,5.23749561030074,0,2.93051190010488,0,2.75709400121049,0,3.1880746519183,0,3.47924867756113,0,0.58634946192579,0,6.78970434842792,0,yes,4.3
Steveston Hotel,49.1253366,-123.1859397,0.461382917715467,7,0.043261057619852,19,0.465490279432661,1,0.148514642992376,5,0.144543845337672,2,0.086986453858229,7,0.220950734063382,2,0.464301983577697,1,0.21937959550219,2,0.031052027527384,3,0.251523487740981,3,0.43745809598673,1,5.61698295694801,0,2.15681566585639,0,3.93504092011491,0,8.68108550653443,0,0.034349790174901,3,0.22357405794001,2,0.263356070110292,1,7.63313492314008,0,0.281601957354263,1,5.63628851782238,0,0.209178783828228,1,0.245824626340619,1,6.20879274156012,0,15.7653338840923,0,5.0080463283203,0,0.55003193425658,0,5.4949883120414,0,6.41389258122723,0,8.59038009916201,0,7.56923784497994,0,yes,4
Le Soleil Hotel and Suites,49.2852213,-123.1181515,0.114946425168849,43,0.008804744673477,65,0.045652273979105,79,0.069237359533156,50,0.111427780606284,47,0.037601945191338,68,0.082200748232393,36,0.204496611662472,3,0.089740337673194,19,0.216825431748369,4,0.201508284662015,5,0.050336997522009,5,0.464204728660597,2,0.261687440613564,2,1.04057668510651,0,0.142050693260999,11,0.026012199455724,6,0.129340881127485,4,0.159017931855382,5,0.5632025866179,0,0.576357163945998,0,0.373406896626821,8,0.667429544099737,0,0.599286928691791,0,0.264611160189923,4,0.992346149419668,0,0.322083063760915,3,1.39526816511741,0,0.508357602218979,0,0.167034739282954,2,0.574838365930071,0,0.323287694417011,4,yes,4.4
YWCA,49.2854471,-123.1177504,0.079642926519669,42,0.040581198849567,59,0.064997476901512,77,0.035623625241133,46,0.094259197957572,46,0.066093440312731,68,0.091785080380522,35,0.224616232526342,3,0.076111546538117,18,0.237181211338491,4,0.213097727759221,5,0.029034433222354,5,0.425962928443963,2,0.27364485943895,1,1.01609538834742,0,0.103698489759892,11,0.063291387910371,7,0.127482070524797,4,0.190052490527431,6,0.588851852934373,0,0.606041137345908,0,0.359613248939726,8,0.682409983994079,0,0.619101016412622,0,0.278669260076922,4,0.983485780043166,0,0.287190685989204,2,1.37655979668753,0,0.505432479640725,0,0.1891765293893,2,0.609050543153743,0,0.322742020331036,4,no,4.5
Rosedale on Robson,49.2783489,-123.1162229,0.153517702804478,44,0.034320665059247,57,0.08124056722744,78,0.041147360924905,34,0.061425114488397,26,0.039644829377908,31,0.083937193130745,20,0.249560441562034,2,0.280626516836355,7,0.44286677399717,2,0.060060842866756,4,0.090661990185713,4,0.192539697866678,5,0.287478357258716,5,1.62207733042203,0,0.14577680648968,13,0.171002484218996,8,0.057613766168198,3,0.273028732096134,6,0.242852945034829,1,0.247665629534438,5,0.130427042115383,20,0.380069997267342,3,0.177944155146853,1,0.190452405089401,4,0.703460872845273,0,0.436461945494973,1,1.21424618555886,0,0.253712794102022,3,0.281660363641582,1,0.183407332931024,6,0.340789655522244,1,yes,4.2
Century Plaza Hotel and Spa,49.280788,-123.1270458,0.047218915757389,63,0.10274674878877,82,0.037974624757536,121,0.110876855554551,58,0.020917800200686,50,0.019624179869503,41,0.06611036267287,24,0.286959006885826,4,0.150343042860351,2,0.225838291231318,5,0.196792262665566,4,0.327693372806536,1,0.054139715529319,11,0.114878313944905,4,0.984883633298668,0,0.100967000513177,10,0.156264355350718,10,0.3119321155326,2,0.27173078913634,12,0.601787380850905,0,0.409991935927212,2,0.117866184554837,15,0.275721887031125,4,0.251332770695895,2,0.334852408728151,3,1.46195901799901,0,0.477788729861161,1,1.28207495899502,0,0.290384826954432,1,0.071839209790893,3,0.438903451297651,2,0.377904874892931,4,yes,4
YMCA,49.2818468,-123.1254642,0.125860224891397,58,0.088686183624968,83,0.014112802590688,105,0.100077587200921,51,0.056855332148252,62,0.058873701765644,44,0.124849788474906,27,0.279748179606177,4,0.190157117212242,6,0.280885072617947,6,0.298187872595739,5,0.475776477600084,1,0.100771234580075,10,0.200509247847569,3,1.14658022961183,0,0.145889066226712,11,0.106136234843503,11,0.437620282510718,2,0.340811288684049,7,0.566145285566014,0,0.425538369563599,4,0.167828159258984,16,0.417149048405373,2,0.374982398817117,1,0.226905263890696,3,1.35887644426807,0,0.334185534417463,2,1.25483968706531,0,0.126000720789293,1,0.124083674204061,4,0.359866676007511,2,0.334919933792038,2,no,4.3
The Sutton Place Hotel,49.282958,-123.1242765,0.051574436236118,54,0.040384555794032,68,0.072620446580848,86,0.059143048012753,38,0.040133793858274,55,0.092245920921609,47,0.095801901536196,27,0.314680189249324,5,0.258686247132661,10,0.308443045635528,6,0.162435219660429,5,0.557033484922093,0,0.015860118938281,8,0.342602825132204,2,1.28994595939263,0,0.082281334308612,12,0.082576957902855,10,0.405205701630473,2,0.379027316498578,7,0.545561795068203,0,0.479227458626062,2,0.217844466795823,10,0.542810785106361,0,0.497971472235212,1,0.084828853306985,5,1.29792047773358,0,0.209495540795491,3,1.22393846776276,0,0.034177264902589,1,0.262778758271715,5,0.369273930464962,2,0.215668624139784,1,yes,4.3
Radisson Hotel Vancouver Airport,49.1850533,-123.1355396,0.134142099005258,3,0.176657163790371,25,0.145669546302578,1,0.39672378538164,4,0.86005125387025,0,0.395850063279898,8,0.169593803787491,2,0.194263360119445,1,0.074086262807068,3,0.793561536182281,0,1.36006575476859,0,0.61630667535512,0,0.099335822589857,3,2.01387234457163,0,0.141515013170878,1,1.1166346825576,0,1.76758320527738,0,0.206552637948914,1,0.160456617277103,2,0.86121967887838,0,1.48854687968495,0,1.94965346489443,0,2.03578904464112,0,2.65666310172168,0,1.38563036550993,0,9.08183881545679,0,0.121438093700176,1,2.37966899885426,0,2.53012234127421,0,1.13498600554949,0,2.07960739910707,0,1.30727701091415,0,yes,4
Hilton Vancouver Metrotown,49.2288848,-123.0043627,0.085791475954226,27,0.003989176555969,39,0.233166348129403,6,0.042573196861593,35,0.129747919338231,1,0.038025312348025,20,0.069225870987926,6,0.059394349034389,3,0.09183071283033,7,0.675231697073517,0,0.032508995296749,3,0.185618139598868,3,0.072575612443188,3,0.064427437664672,7,0.196301149234815,1,5.42714423575297,0,0.671851548891227,0,0.209802824761062,3,0.021167610846598,15,1.19789557440634,0,0.313901833386267,3,5.89802734673215,0,0.024268350140124,5,0.859221430626344,0,0.08803133702915,2,0.308410013338821,6,0.182134841024178,1,2.2948650718167,0,1.95363016433955,0,0.046809414163525,2,1.99896366760066,0,0.174771784429598,1,yes,4.2
The Manor Guest House,49.2596016,-123.1122639,0.176492928609738,35,0.225794053811244,18,0.170290947764367,18,0.315345266685675,7,0.33035717784902,1,0.182487204730478,7,0.26792697029047,8,0.635711416076997,0,0.398022902441515,4,0.345356699697273,2,0.400563484208878,1,1.33304277877448,0,0.530070019512579,0,0.466058621810409,1,0.839837309826806,0,0.13976187461247,6,0.42650070669883,2,0.297637582403035,1,0.616145015458191,0,0.3437972353199,2,0.709161549052699,0,0.139696645454891,13,0.710125143637738,0,1.80708952974974,0,0.797224708996741,0,2.3152204405706,0,0.511308210841848,0,1.00927006537873,0,0.334632223010503,1,0.739201232233827,0,0.22684425693292,1,1.84811343048788,0,yes,2.8
Hotel Belmont Vancouver,49.2789109,-123.122843,0.080477382178089,69,0.052015397564285,104,0.034690025046975,147,0.043834278563613,56,0.043079901423741,64,0.037074163094437,51,0.092224925645447,29,0.098235872195308,5,0.220491134484142,7,0.096938935830368,4,0.166580109152089,6,0.546259324393294,0,0.101274677910841,13,0.071937292734512,9,1.16968634759172,0,0.191984238434214,12,0.021169775360739,13,0.342594495671372,3,0.021224154595728,13,0.366385810561261,2,0.04835865517676,5,0.067286591614813,14,0.084406203452997,5,0.251509177490922,2,0.173654820014943,4,1.16318105927606,0,0.432381912251934,2,1.62850205833529,0,0.372373138144299,2,0.313717337684769,2,0.200438437048777,3,0.229890025750333,4,yes,3.9
Four Points by Sheraton Surrey,49.1921242,-122.7836177,1.01210159242966,0,0.903132566689148,0,1.3615734272605,0,0.778095921660168,0,0.838703055352117,0,0.774827911190253,0,0.428192118838385,1,1.12293423647603,0,0.788112680033288,0,1.39953963670687,0,0.734489081593537,0,1.30495704152132,0,1.08773120769262,0,1.2729362612581,0,0.834901925001767,0,21.7103374833764,0,2.16815650594915,0,0.961586523755693,0,1.46524959245424,0,2.39187583033648,0,3.26214083468605,0,8.48471551240332,0,0.746309643595841,0,2.38811236273977,0,1.36873442216602,0,1.30006126639649,0,1.39465381154322,0,4.11583836831331,0,4.64703364588249,0,1.38598190890634,0,5.34665996939264,0,4.45759616785666,0,yes,4
Charming Family Hotel for You by Elevate Rooms,49.1478403,-123.1138983,2.50075367204093,0,1.13003515580684,0,2.28644936304037,0,1.05973556447163,0,2.80477898702614,0,1.01772272960616,0,0.754350052622529,0,1.16801876969851,0,1.05414413655139,0,2.6696601297962,0,0.978309712144665,0,2.35253013456618,0,1.54978207833068,0,2.04528310000095,0,1.63198339030415,0,5.35049680269357,0,1.91280175703082,0,1.15773404191212,0,1.18242088193653,0,5.1144700679384,0,5.64550854554168,0,3.55970400680583,0,1.17482398195354,0,2.59943527405684,0,2.5342988112908,0,10.2578464793157,0,2.2687879306896,0,2.33489278989177,0,2.13947931048896,0,2.25187818164795,0,6.44549690560006,0,5.06410978263954,0,yes,4.3
The Packing House,49.2837268,-123.1048204,0.215072056686015,39,0.041751131704159,46,0.229960753110223,38,0.065964463979839,25,0.047645326395242,17,0.057057270851483,29,0.030205944144668,10,0.239404847291117,5,0.251767509401832,2,0.436052581855809,1,0.149233897537852,3,0.251879554992953,3,0.403529263760627,1,0.240414358228456,1,1.55086847661455,0,0.196511290967905,6,0.047241557068134,16,0.280267067231151,1,0.066595066526407,11,1.04200519894636,0,1.08255989132714,0,0.435666272743504,4,0.264085993559519,2,0.246944223434672,1,0.252858540319462,2,0.428040406331908,1,0.083379202264638,2,0.458398334390727,1,0.610167749254327,0,0.741777205535084,0,0.388069116000737,1,0.769610334748347,0,yes,
Blu Hotel,49.2781605,-123.1144591,0.171099075604351,27,0.032859211164352,46,0.054309303478674,74,0.092985663099334,25,0.044507571304214,22,0.04309998164342,25,0.082337338479535,16,0.348000491465919,1,0.34176082225924,5,0.471351819831548,1,0.069615223895274,3,0.064509316343238,5,0.254905473034311,5,0.353208026965069,4,1.74484021608734,0,0.075542976225749,11,0.155394594718092,4,0.072083634574749,2,0.197714721563125,6,0.345095736863904,1,0.359774129799235,3,0.046435007747248,20,0.483212432444748,2,0.248135269009013,1,0.098080340788909,2,0.589250271202647,0,0.52062513751936,0,1.09672355194433,0,0.349883721632054,3,0.226323118118254,1,0.076332735984859,5,0.381097320643143,1,yes,4.5
Vickie's Bed & Breakfast,49.1450075,-123.1274522,2.47340449584503,0,0.916689762678955,0,2.04656682063842,0,0.733549318740352,0,3.1298756392286,0,1.03728093648525,0,0.828791528014997,0,0.746183748163217,0,0.940015830812282,0,2.33621042394701,0,0.932728622296276,0,2.42606849756797,0,1.59215474029077,0,2.44729742827115,0,0.726138371975121,0,5.52528487274321,0,0.904850699962184,0,1.02693246719588,0,1.20023282581516,0,5.05071968376674,0,4.6300904267494,0,3.19780587089949,0,1.11710333275771,0,3.32776570737767,0,2.82392926091975,0,11.1586929900235,0,2.85242954273272,0,2.35008721874101,0,2.01640051597678,0,2.88316487920139,0,6.56842221787858,0,5.44526676176137,0,yes,3.7
Blue Horizon Hotel,49.2864636,-123.1272556,0.128289818202085,45,0.036756955701747,62,0.151118348419258,22,0.068125119542155,11,0.038191691012092,25,0.00514975884342,27,0.044161721264393,27,0.422185058142306,1,0.024084962570564,7,0.153354910475416,4,0.094181123489913,4,0.489097259120108,1,0.146226279866438,2,0.694976873725406,0,1.11386741762757,0,0.066128206199922,12,0.027705578774112,1,0.05235948163223,2,0.202119153449025,1,0.965756325515268,0,0.911723549380271,0,0.039144115239885,13,0.186364301399705,1,0.431373804519112,1,0.416259938986536,2,1.63480658154661,0,0.038216891074609,3,0.810775702256457,0,0.431011946773217,2,0.167838342100959,1,0.566375567572051,0,0.564505959827149,0,yes,4.3
Executive Airport Plaza Hotel Richmond,49.1704466,-123.1451494,0.12277187548854,24,0.088259623116596,14,0.557101137440773,0,0.541328878315053,0,1.84055927222008,0,0.435364597503498,1,0.09598936104119,4,0.622064855943614,0,0.363071037468819,2,0.109683515623354,1,0.241460154325929,2,0.388824450313611,5,0.351887821396186,2,0.931263144375648,0,1.49009490564548,0,2.88087982744077,0,0.02482537021126,1,0.473574248589189,1,0.767923566586867,0,2.04115030355689,0,2.89383888734529,0,0.30259566394225,1,0.888273115314995,0,3.13553521970078,0,0.618284570255483,0,10.4326676584168,0,0.864309951420834,0,0.760650337663789,0,1.13254549041544,0,0.656918582378108,0,3.74009780530054,0,3.03917469395234,0,yes,3.7
"The Westin Grand, Vancouver",49.2797863,-123.1169286,0.038235450656334,36,0.039723986087521,66,0.030370448971081,105,0.038686525714926,46,0.03238589409817,42,0.056109544877295,43,0.134112692561568,23,0.094707924535231,5,0.182357541429438,7,0.290871237814315,4,0.191389383759139,5,0.190246458817247,5,0.274816413111594,6,0.122800712424907,6,1.6085921012792,0,0.048213176790871,14,0.104639617024806,9,0.197384051205145,3,0.202557982655283,9,0.094550887604338,1,0.121452090152328,5,0.106243915554178,17,0.421368698875125,3,0.033396848558191,1,0.056119521109353,6,0.727232797141519,0,0.270785990123213,1,1.23560925525619,0,0.356856795412107,3,0.259927481148312,2,0.041066181686786,6,0.190234550248761,2,yes,4.4
Sheraton Vancouver Wall Centre Hotel,49.2805159,-123.1255733,0.124855067576081,85,0.056123573264667,79,0.025979909583028,128,0.047677746932269,55,0.068787290250598,58,0.017356478951639,36,0.099007058058783,24,0.178252484046566,4,0.04852705377266,2,0.175823774465139,5,0.175603652260972,6,0.427339408889316,1,0.064698263474711,11,0.055575628494721,4,1.05917932885685,0,0.058504232733833,11,0.048088701995942,11,0.357481889984457,2,0.218447847330187,11,0.543214115505175,0,0.310316523511819,4,0.087567117147987,14,0.34817760281935,4,0.361364992033033,2,0.2296214901911,3,1.35399442470855,0,0.48185750265668,1,1.36705133378103,0,0.256374180282656,1,0.047114979789481,4,0.330238536819951,2,0.326000757461057,4,yes,4.4
Hampton Inn Vancouver Airport,49.1922149,-123.1274509,0.327907929859351,1,0.166204193112137,5,0.964702867872109,0,0.138695057414427,1,0.823675853035191,0,0.177540078883969,3,0.430375820678072,1,0.813020934985951,0,0.810201525703176,0,0.404527789557653,1,1.68834938318262,0,0.450316210236476,1,0.110027733754243,1,2.05722466191715,0,0.67792632916574,0,0.372640577386045,1,1.34906259688763,0,0.949087468623731,0,1.11939021777333,0,1.39454089845997,0,1.4446609857032,0,2.93622422584663,0,2.66088805130235,0,2.18644896051411,0,1.06290517602491,0,8.24431379669494,0,1.0648580874322,0,2.21687157818905,0,2.93890228628269,0,1.04832809883926,0,1.47294042773195,0,0.330517680140567,1,yes,3.7
Arundel Mansion,49.2023102,-122.9112913,0.220970893139588,3,0.067544747375906,27,0.174728638623242,1,0.188807378885566,11,0.415099061401453,1,0.072338949892605,7,0.091444457487384,8,0.21706176355351,2,0.107989884065932,4,0.489064324377909,1,0.189558819401215,3,0.216555413391674,2,0.083420154598089,8,0.980361530452797,0,1.3124232228743,0,12.7439485753587,0,0.266667714937216,1,0.18838965279597,2,0.106413112337799,4,2.06716308963925,0,0.208878749248625,2,0.225083533509069,3,0.021709642479265,3,0.544282025801228,0,1.2223405444171,0,3.07330288057945,0,0.455314529522605,1,2.95797349911024,0,0.512982469686329,0,1.35741756736685,0,5.55322142921322,0,4.79297008187893,0,yes,4
Panda Pod Hotel,49.1631076,-123.1363364,0.717864953656691,0,0.006999761062287,15,0.069630961606676,1,0.166356320635965,1,1.59516006342646,0,0.369709762247684,1,0.151928122081021,3,0.353836568820777,1,0.066446568395872,3,0.351870657279666,2,0.371285084920378,1,0.440215010327257,6,0.745290301345381,0,0.447363623368531,3,0.804917465487952,0,3.52819366144793,0,1.01613986448663,0,0.562404663646677,0,1.07386164638483,0,2.94007560797234,0,3.77877105316542,0,1.21090677092751,0,0.426008251454606,2,2.60595434652315,0,0.871066223581192,0,10.3331782709325,0,1.02624306705439,0,0.393799943412648,1,0.097905201137711,1,1.57671069333614,0,4.51568209658707,0,3.54644918518114,0,yes,4.5
